method,n_cluster,seed,silhoutte,db
KMeans,2,1,0.6810461692117467,0.4042928371730424
KMeans,2,2,0.6810461692117467,0.4042928371730424
KMeans,2,3,0.6810461692117467,0.4042928371730424
KMeans,2,4,0.6810461692117467,0.4042928371730424
KMeans,2,5,0.6810461692117467,0.4042928371730424
KMeans,2,6,0.6810461692117467,0.4042928371730424
KMeans,2,7,0.6810461692117467,0.4042928371730424
KMeans,2,8,0.6810461692117467,0.4042928371730424
KMeans,2,9,0.6810461692117467,0.4042928371730424
KMeans,2,10,0.6810461692117467,0.4042928371730424
KMeans,2,11,0.6810461692117467,0.4042928371730424
KMeans,2,12,0.6810461692117467,0.4042928371730424
KMeans,2,13,0.6810461692117467,0.4042928371730424
KMeans,2,14,0.6810461692117467,0.4042928371730424
KMeans,2,15,0.6810461692117467,0.4042928371730424
KMeans,2,16,0.6810461692117467,0.4042928371730424
KMeans,2,17,0.6810461692117467,0.4042928371730424
KMeans,2,18,0.6810461692117467,0.4042928371730424
KMeans,2,19,0.6810461692117467,0.4042928371730424
KMeans,2,20,0.6810461692117467,0.4042928371730424
KMeans,3,1,0.5528190123564101,0.6619715465007542
KMeans,3,2,0.5528190123564101,0.6619715465007542
KMeans,3,3,0.5528190123564101,0.6619715465007542
KMeans,3,4,0.5528190123564101,0.6619715465007542
KMeans,3,5,0.5528190123564101,0.6619715465007542
KMeans,3,6,0.5528190123564101,0.6619715465007542
KMeans,3,7,0.5528190123564101,0.6619715465007542
KMeans,3,8,0.5528190123564101,0.6619715465007542
KMeans,3,9,0.5528190123564101,0.6619715465007542
KMeans,3,10,0.5528190123564101,0.6619715465007542
KMeans,3,11,0.5528190123564101,0.6619715465007542
KMeans,3,12,0.5528190123564101,0.6619715465007542
KMeans,3,13,0.5528190123564101,0.6619715465007542
KMeans,3,14,0.5528190123564101,0.6619715465007542
KMeans,3,15,0.5528190123564101,0.6619715465007542
KMeans,3,16,0.5528190123564101,0.6619715465007542
KMeans,3,17,0.5528190123564101,0.6619715465007542
KMeans,3,18,0.5528190123564101,0.6619715465007542
KMeans,3,19,0.5528190123564101,0.6619715465007542
KMeans,3,20,0.5528190123564101,0.6619715465007542
KMeans,4,1,0.49805050499728803,0.7803069838811072
KMeans,4,2,0.49805050499728803,0.7803069838811072
KMeans,4,3,0.4974551890173758,0.7757009440067051
KMeans,4,4,0.49805050499728803,0.7803069838811072
KMeans,4,5,0.4972176648710981,0.7776575256491005
KMeans,4,6,0.49805050499728803,0.7803069838811072
KMeans,4,7,0.49805050499728803,0.7803069838811072
KMeans,4,8,0.49805050499728803,0.7803069838811072
KMeans,4,9,0.49805050499728803,0.7803069838811072
KMeans,4,10,0.49805050499728803,0.7803069838811072
KMeans,4,11,0.49805050499728803,0.7803069838811072
KMeans,4,12,0.49805050499728803,0.7803069838811072
KMeans,4,13,0.49805050499728803,0.7803069838811072
KMeans,4,14,0.49805050499728803,0.7803069838811072
KMeans,4,15,0.49805050499728803,0.7803069838811072
KMeans,4,16,0.49805050499728803,0.7803069838811072
KMeans,4,17,0.49805050499728803,0.7803069838811072
KMeans,4,18,0.49805050499728803,0.7803069838811072
KMeans,4,19,0.49805050499728803,0.7803069838811072
KMeans,4,20,0.49805050499728803,0.7803069838811072
KMeans,5,1,0.49308040671935277,0.8193844948350486
KMeans,5,2,0.4887488870931063,0.8059652120182781
KMeans,5,3,0.4887488870931063,0.8059652120182814
KMeans,5,4,0.49308040671935277,0.8193844948350459
KMeans,5,5,0.49308040671935277,0.8193844948350459
KMeans,5,6,0.49308040671935277,0.8193844948350486
KMeans,5,7,0.4887488870931063,0.8059652120182781
KMeans,5,8,0.49308040671935277,0.8193844948350459
KMeans,5,9,0.4912399796764485,0.8159888282067019
KMeans,5,10,0.4887488870931063,0.8059652120182781
KMeans,5,11,0.4887488870931063,0.8059652120182816
KMeans,5,12,0.4887488870931063,0.8059652120182816
KMeans,5,13,0.4887488870931063,0.8059652120182814
KMeans,5,14,0.4887488870931063,0.8059652120182781
KMeans,5,15,0.4887488870931063,0.8059652120182816
KMeans,5,16,0.4887488870931063,0.8059652120182781
KMeans,5,17,0.4887488870931063,0.8059652120182832
KMeans,5,18,0.4887488870931063,0.8059652120182765
KMeans,5,19,0.4887488870931063,0.8059652120182781
KMeans,5,20,0.4887488870931063,0.8059652120182832
KMeans,6,1,0.36483400396700355,0.9141579726538099
KMeans,6,2,0.3625934792584561,0.9235141438340029
KMeans,6,3,0.36483400396700355,0.9141579726538072
KMeans,6,4,0.36648040289008416,0.9228735307795773
KMeans,6,5,0.36483400396700355,0.9141579726538107
KMeans,6,6,0.36483400396700355,0.9141579726538115
KMeans,6,7,0.36483400396700355,0.914157972653815
KMeans,6,8,0.36483400396700355,0.9141579726538115
KMeans,6,9,0.36648040289008416,0.9228735307795772
KMeans,6,10,0.36483400396700355,0.9141579726538073
KMeans,6,11,0.36648040289008416,0.9228735307795729
KMeans,6,12,0.36784649847122525,0.9257700719826234
KMeans,6,13,0.36784649847122525,0.9257700719826185
KMeans,6,14,0.355753608924524,0.9270252117361707
KMeans,6,15,0.36483400396700355,0.9141579726538102
KMeans,6,16,0.36784649847122525,0.9257700719826207
KMeans,6,17,0.36483400396700355,0.9141579726538073
KMeans,6,18,0.36483400396700355,0.9141579726538058
KMeans,6,19,0.36784649847122525,0.9257700719826185
KMeans,6,20,0.36483400396700355,0.9141579726538115
KMeans,7,1,0.3543964478588658,0.9671603626777728
KMeans,7,2,0.35429117951282807,0.9822974268027116
KMeans,7,3,0.34521786463700077,0.9986461102802104
KMeans,7,4,0.35668824765817037,0.9714859904455453
KMeans,7,5,0.3565779744819516,0.9720165786528591
KMeans,7,6,0.3563317372720733,0.978437405824556
KMeans,7,7,0.35882944509656933,0.9668600960231517
KMeans,7,8,0.34750423280461706,1.0029717380479823
KMeans,7,9,0.3452168368624589,0.9896020767966104
KMeans,7,10,0.35445799253167604,1.0034903678492857
KMeans,7,11,0.35429788771988574,0.9785730147260202
KMeans,7,12,0.3517970410172175,0.97719676222114
KMeans,7,13,0.35668824765817037,0.9714859904455446
KMeans,7,14,0.35200746716163006,0.9742473869582481
KMeans,7,15,0.35387107037781407,0.9693075840617531
KMeans,7,16,0.3568618172536381,0.9627510239060867
KMeans,7,17,0.353153989807751,0.9877879669686137
KMeans,7,18,0.35200746716163006,0.9742473869582513
KMeans,7,19,0.35882944509656933,0.9668600960231453
KMeans,7,20,0.35387107037781407,0.9693075840617593
KMeans,8,1,0.3597454923845772,0.9265757010427462
KMeans,8,2,0.3548609767291463,0.931572626346389
KMeans,8,3,0.3597454923845772,0.9265757010427463
KMeans,8,4,0.33904509259926296,1.0071631924388909
KMeans,8,5,0.33921501579446595,0.9822457828403346
KMeans,8,6,0.3487345377219399,0.9518866198523024
KMeans,8,7,0.3598224057544508,0.9183068147774505
KMeans,8,8,0.3613945580185365,0.9266057275759996
KMeans,8,9,0.34467972180562045,0.9457186598214888
KMeans,8,10,0.3487345377219399,0.9518866198523024
KMeans,8,11,0.3487345377219399,0.9518866198523024
KMeans,8,12,0.3574536925852726,0.9227907767459448
KMeans,8,13,0.35193407152280204,0.9719412329449115
KMeans,8,14,0.3398467284926446,1.0161856621941763
KMeans,8,15,0.3574536925852726,0.9227907767459447
KMeans,8,16,0.3597454923845772,0.9265757010427462
KMeans,8,17,0.35193407152280204,0.9719412329449115
KMeans,8,18,0.3336520980219753,0.9702611388960423
KMeans,8,19,0.3422462764426781,1.0198877783094256
KMeans,8,20,0.3574536925852726,0.9227907767459447
KMeans,9,1,0.3569181948701729,0.959751562108158
KMeans,9,2,0.3250807178102282,0.9617438743480606
KMeans,9,3,0.34391034474819004,0.9365049194376398
KMeans,9,4,0.33784242127225234,0.9731955791798558
KMeans,9,5,0.3250807178102282,0.9617438743480636
KMeans,9,6,0.34542158667097833,0.974393756933822
KMeans,9,7,0.3060969302647896,1.0068895265177988
KMeans,9,8,0.3376724821673219,0.9541210302369527
KMeans,9,9,0.3386888998217079,0.9675820011574263
KMeans,9,10,0.3194460886038707,1.0163612366746413
KMeans,9,11,0.3282092324316873,0.9981645531202822
KMeans,9,12,0.3378546885898803,0.941363533836467
KMeans,9,13,0.33477559231085174,1.0426386359290907
KMeans,9,14,0.34391034474819004,0.9365049194376414
KMeans,9,15,0.3257182325419325,1.0012463376757335
KMeans,9,16,0.3255721381481624,0.9627496765497268
KMeans,9,17,0.33193334853298306,0.9734178889993079
KMeans,9,18,0.33806069945271716,0.9639712530519863
KMeans,9,19,0.33979846373947964,0.973823975430772
KMeans,9,20,0.3376724821673219,0.9541210302369522
KMeans,10,1,0.28094469804124816,1.1188684504709694
KMeans,10,2,0.3373191908747806,0.9727709649534082
KMeans,10,3,0.34359408467816605,1.0200217109494605
KMeans,10,4,0.3220072736358651,0.9774698879215455
KMeans,10,5,0.29559903297439916,1.0999284898617998
KMeans,10,6,0.31274283377966666,1.017625736533072
KMeans,10,7,0.32147119647555694,1.009506824371116
KMeans,10,8,0.3223781432187637,0.9908976396725796
KMeans,10,9,0.30601014693039624,1.011495156334318
KMeans,10,10,0.3236346021561469,0.9854105221244989
KMeans,10,11,0.3122777368078947,1.0029453639484516
KMeans,10,12,0.30767794470341187,1.0556089674037374
KMeans,10,13,0.3040237634650503,1.0391586969235473
KMeans,10,14,0.3218937213106423,0.9771342441010435
KMeans,10,15,0.3184137092019104,0.9742023787931371
KMeans,10,16,0.31151151386562775,1.0353311984501683
KMeans,10,17,0.33139785081788325,1.0016198845999633
KMeans,10,18,0.3253129506995576,0.9889428541834558
KMeans,10,19,0.3205668450086294,1.0164299913436154
KMeans,10,20,0.3163716212130718,1.008963829457473
KMeans,11,1,0.29137395741586175,1.075380333717825
KMeans,11,2,0.302306831371575,1.0715680379405823
KMeans,11,3,0.32315397246221833,1.0198649473185153
KMeans,11,4,0.29599886967108346,1.0705235342528554
KMeans,11,5,0.2915862916680934,1.0667731846742348
KMeans,11,6,0.32267867485609436,1.0268353142373885
KMeans,11,7,0.2975113785464108,1.0370518366156551
KMeans,11,8,0.29749078858310496,1.049263345497346
KMeans,11,9,0.29114048424577343,1.072584094095305
KMeans,11,10,0.3204686136617514,1.0325646937022777
KMeans,11,11,0.30945043929349036,1.0231465536469058
KMeans,11,12,0.30206184535130054,1.045064602263609
KMeans,11,13,0.3265107017887167,1.0009673572393236
KMeans,11,14,0.2974748210745204,1.0534195522345564
KMeans,11,15,0.31553940283534815,1.0156468092335016
KMeans,11,16,0.31732355985125515,1.0531629307978876
KMeans,11,17,0.3251829420143334,1.0024837639481812
KMeans,11,18,0.3160055722628502,1.060233261958655
KMeans,11,19,0.30731885841836404,1.013419545922506
KMeans,11,20,0.2866691824907297,1.0886016219573633
KMeans,12,1,0.28286923283887394,1.0813136324278292
KMeans,12,2,0.30164490470563,1.0051556803541761
KMeans,12,3,0.3017031405230105,1.065385659932845
KMeans,12,4,0.3129403878705983,0.9504182117891387
KMeans,12,5,0.29495928357162504,1.0818229241742128
KMeans,12,6,0.30027080386174615,1.071749419951224
KMeans,12,7,0.2994910530185717,1.1095993243972146
KMeans,12,8,0.2920637416617384,1.0950183221879912
KMeans,12,9,0.28693162562475255,1.1072281355294864
KMeans,12,10,0.3177396187668225,1.048614173446382
KMeans,12,11,0.3002476306554305,1.056666441809105
KMeans,12,12,0.28903703379556095,1.0625375193798072
KMeans,12,13,0.3228441017969479,0.9605220321086846
KMeans,12,14,0.29722739569879625,1.0707320142547105
KMeans,12,15,0.29211733360499065,1.0802793780187339
KMeans,12,16,0.2962044780941222,1.0707734374664257
KMeans,12,17,0.3221109765023464,0.9410771645581849
KMeans,12,18,0.32008790572084495,1.0337477468016205
KMeans,12,19,0.2825739487951687,1.0882284120349823
KMeans,12,20,0.288115355120793,1.0708358726003222
KMeans,13,1,0.28319967160463594,1.0688853194402443
KMeans,13,2,0.29486135682831893,1.0410281970084445
KMeans,13,3,0.31663404511873355,0.9619752239511102
KMeans,13,4,0.29492614822895385,1.0663468980409418
KMeans,13,5,0.3045909066967695,0.9870647531034875
KMeans,13,6,0.29310188193082126,1.0308865751366625
KMeans,13,7,0.2979236119871348,1.125641508761925
KMeans,13,8,0.29375697794590155,1.0779316555784233
KMeans,13,9,0.28831880137367816,1.0914684323382189
KMeans,13,10,0.2954931175897819,1.0969574656683032
KMeans,13,11,0.30006640178204264,1.0890182815786673
KMeans,13,12,0.29764973266694633,1.026716678449468
KMeans,13,13,0.2965291903971237,1.0784654951866537
KMeans,13,14,0.3046955992701635,1.0680352959368644
KMeans,13,15,0.29309149879366997,1.084282761220275
KMeans,13,16,0.28426778631719174,1.1220648098013588
KMeans,13,17,0.2934173610474999,1.0940171769272742
KMeans,13,18,0.29892810513363055,0.9966940117718223
KMeans,13,19,0.29142133644542606,1.0880080260336302
KMeans,13,20,0.29028467300033023,1.0616733549179982
KMeans,14,1,0.28711466447323086,1.057985993800258
KMeans,14,2,0.3001012850045112,1.0196058711852563
KMeans,14,3,0.3081363327763314,1.0145113343101764
KMeans,14,4,0.3009688600724035,1.0289927169909765
KMeans,14,5,0.3058615411302028,0.9856651728063944
KMeans,14,6,0.3010651640840725,1.094390855951753
KMeans,14,7,0.3056136005037994,1.0586328183490343
KMeans,14,8,0.28137737602692753,1.1483476208224812
KMeans,14,9,0.28871264474800273,1.092058260402751
KMeans,14,10,0.30195508668960125,1.0221532779905806
KMeans,14,11,0.27539960105588507,1.0490866873637583
KMeans,14,12,0.28187293192726687,1.103547531700954
KMeans,14,13,0.30621758055583886,1.0263568580309717
KMeans,14,14,0.275439998708798,1.127874582640939
KMeans,14,15,0.2958108389810363,1.0940734911513734
KMeans,14,16,0.2990474731124712,1.0577845779909354
KMeans,14,17,0.27513122534257217,1.1244860117351763
KMeans,14,18,0.30361756072293755,0.9991079474253136
KMeans,14,19,0.296588022299347,0.9833082381512682
KMeans,14,20,0.29864491237219265,1.0365808324469994
KMeans,15,1,0.2828291530291257,1.0590243233621657
KMeans,15,2,0.30082871034912323,1.023724963550283
KMeans,15,3,0.2944366975064943,1.0323681040285577
KMeans,15,4,0.2733772888376484,1.117227559996608
KMeans,15,5,0.3010665339271186,1.0132586586411427
KMeans,15,6,0.3000954916835324,1.0505853774535718
KMeans,15,7,0.30476305753387334,0.9886227013349241
KMeans,15,8,0.30308620586657414,0.9862712185399894
KMeans,15,9,0.28677512094931784,1.0781089130646537
KMeans,15,10,0.31054224075393344,0.9625676674659636
KMeans,15,11,0.29725334801065223,1.000310715732527
KMeans,15,12,0.2725534533624656,1.1092502769147259
KMeans,15,13,0.30341759333144225,1.0599630455079256
KMeans,15,14,0.295041749527053,0.9997266470750622
KMeans,15,15,0.30094570709829355,1.0414430212969106
KMeans,15,16,0.29972453071161753,1.0132508907484956
KMeans,15,17,0.2770450399771885,1.0925748973820362
KMeans,15,18,0.3056956133900756,1.0030173809178295
KMeans,15,19,0.29185510151921756,1.093884780312699
KMeans,15,20,0.28662221844659275,1.0957737828670322
KMeans,16,1,0.27556270769803765,1.0930425658819196
KMeans,16,2,0.298268350917931,1.0255049791195239
KMeans,16,3,0.2906209451025005,1.0466191682062063
KMeans,16,4,0.2883630937979883,1.0381308365643873
KMeans,16,5,0.2908647739918864,1.014659429827535
KMeans,16,6,0.3061174650244638,0.9916201261620058
KMeans,16,7,0.3050883852919849,1.0001464393930646
KMeans,16,8,0.2948980675257922,0.9438448636379716
KMeans,16,9,0.26371396055890717,1.127598971310257
KMeans,16,10,0.2896407953007505,1.0248703995478528
KMeans,16,11,0.3030374356982863,0.9730400632548188
KMeans,16,12,0.2643441976607664,1.090393552693725
KMeans,16,13,0.29778388876322404,0.9735062677303363
KMeans,16,14,0.2873922563319859,0.9922444149084202
KMeans,16,15,0.29287809344085075,1.0821172285795893
KMeans,16,16,0.29301360009039856,1.0112985558120662
